             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
           7300717  largemem wrfD3-02 xiangyuj CG      32:54      1 cpn-f07-34
           7335322 general-c 6Lid664/ yudhajit  R    1:27:00      1 cpn-d16-29
           7335323 general-c 6Lid665/ yudhajit  R    1:27:00      1 cpn-k16-35-01
           7335316 general-c 6Lid659/ yudhajit  R    1:29:00      1 cpn-k08-13-02
           7335317 general-c  6Lid66/ yudhajit  R    1:29:00      1 cpn-k10-36-02
           7335318 general-c 6Lid660/ yudhajit  R    1:29:00      1 cpn-k11-25-01
           7335319 general-c 6Lid661/ yudhajit  R    1:29:00      1 cpn-k16-27-01
           7335312 general-c 6Lid655/ yudhajit  R    1:31:00      1 cpn-d07-28-01
           7335313 general-c 6Lid656/ yudhajit  R    1:31:00      1 cpn-d07-37-02
           7335314 general-c 6Lid657/ yudhajit  R    1:31:00      1 cpn-k08-27-01
           7335315 general-c 6Lid658/ yudhajit  R    1:31:00      1 cpn-k14-02-01
           7336014 general-c CF32_fg5 yudhajit  R    1:37:01      1 cpn-k10-15-02
           7336017 general-c CF32_fg9 yudhajit  R    1:37:01      1 cpn-k10-39-01
           7335306 general-c  6Lid65/ yudhajit  R    1:35:01      1 cpn-d15-36
           7335307 general-c 6Lid650/ yudhajit  R    1:35:01      1 cpn-k08-01-01
           7335308 general-c 6Lid651/ yudhajit  R    1:35:01      1 cpn-k10-14-02
           7335309 general-c 6Lid652/ yudhajit  R    1:35:01      1 cpn-k10-16-01
           7335310 general-c 6Lid653/ yudhajit  R    1:35:01      1 cpn-k13-34-02
           7335311 general-c 6Lid654/ yudhajit  R    1:35:01      1 cpn-k14-15-02
           7335303 general-c 6Lid647/ yudhajit  R    1:37:01      1 cpn-k16-17-01
           7335304 general-c 6Lid648/ yudhajit  R    1:37:01      1 cpn-k16-34-02
           7335305 general-c 6Lid649/ yudhajit  R    1:37:01      1 cpn-f16-27
           7335289 general-c 6Lid634/ yudhajit  R    1:41:01      1 cpn-k08-03-01
           7335290 general-c 6Lid635/ yudhajit  R    1:41:01      1 cpn-k08-14-02
           7335291 general-c 6Lid636/ yudhajit  R    1:41:01      1 cpn-k08-25-02
           7335292 general-c 6Lid637/ yudhajit  R    1:41:01      1 cpn-k10-41-01
           7335293 general-c 6Lid638/ yudhajit  R    1:41:01      1 cpn-k13-23-01
           7335294 general-c 6Lid639/ yudhajit  R    1:41:01      1 cpn-k13-29-02
           7336010 general-c CF32_fg6 yudhajit  R    1:41:01      1 cpn-k13-38-02
           7335301 general-c 6Lid645/ yudhajit  R    1:39:01      1 cpn-k13-30-01
           7335302 general-c 6Lid646/ yudhajit  R    1:39:01      1 cpn-f16-18
           7335295 general-c  6Lid64/ yudhajit  R    1:41:01      1 cpn-k14-18-01
           7335296 general-c 6Lid640/ yudhajit  R    1:41:01      1 cpn-k14-24-02
           7335297 general-c 6Lid641/ yudhajit  R    1:41:01      1 cpn-k14-37-01
           7335298 general-c 6Lid642/ yudhajit  R    1:41:01      1 cpn-k14-38-02
           7335299 general-c 6Lid643/ yudhajit  R    1:41:01      1 cpn-k14-41-01
           7335300 general-c 6Lid644/ yudhajit  R    1:41:01      1 cpn-k16-25-02
           7335990 general-c CF32_fgb yudhajit  R    1:47:02      1 cpn-k13-05-01
           7335998 general-c CF32_fg1 yudhajit  R    1:43:01      1 cpn-k08-26-02
           7335996 general-c CF32_fg3 yudhajit  R    1:45:02      1 cpn-k08-15-02
           7335271 general-c 6Lid619/ yudhajit  R    1:47:02      1 cpn-k14-08-02
           7335272 general-c  6Lid62/ yudhajit  R    1:47:02      1 cpn-k14-14-01
           7335280 general-c 6Lid626/ yudhajit  R    1:43:01      1 cpn-d07-07-01
           7335281 general-c 6Lid627/ yudhajit  R    1:43:01      1 cpn-d15-39
           7335282 general-c 6Lid628/ yudhajit  R    1:43:01      1 cpn-k10-02-02
           7335283 general-c 6Lid629/ yudhajit  R    1:43:01      1 cpn-k11-26-01
           7335284 general-c  6Lid63/ yudhajit  R    1:43:01      1 cpn-k11-26-02
           7335285 general-c 6Lid630/ yudhajit  R    1:43:01      1 cpn-k11-34-02
           7335286 general-c 6Lid631/ yudhajit  R    1:43:01      1 cpn-k11-36-01
           7336004 general-c CF32_fg9 yudhajit  R    1:43:01      1 cpn-k13-05-02
           7336006 general-c CF32_fg8 yudhajit  R    1:43:01      1 cpn-k13-30-02
           7335276 general-c 6Lid622/ yudhajit  R    1:45:01      1 cpn-k16-03-02
           7335277 general-c 6Lid623/ yudhajit  R    1:45:01      1 cpn-k16-13-02
           7335278 general-c 6Lid624/ yudhajit  R    1:45:01      1 cpn-k16-16-02
           7335279 general-c 6Lid625/ yudhajit  R    1:45:01      1 cpn-k16-30-01
           7335274 general-c 6Lid620/ yudhajit  R    1:45:02      1 cpn-k13-29-01
           7335275 general-c 6Lid621/ yudhajit  R    1:45:02      1 cpn-k14-27-02
           7335287 general-c 6Lid632/ yudhajit  R    1:43:01      1 cpn-k16-06-01
           7335288 general-c 6Lid633/ yudhajit  R    1:43:01      1 cpn-k16-35-02
           7335985 general-c CF32_fg2 yudhajit  R    1:51:02      1 cpn-k14-25-02
           7335263 general-c 6Lid611/ yudhajit  R    1:49:02      1 cpn-k13-15-02
           7335264 general-c 6Lid612/ yudhajit  R    1:49:02      1 cpn-k13-35-01
           7335265 general-c 6Lid613/ yudhajit  R    1:49:02      1 cpn-k13-41-01
           7335266 general-c 6Lid614/ yudhajit  R    1:49:02      1 cpn-k14-24-01
           7335267 general-c 6Lid615/ yudhajit  R    1:49:02      1 cpn-k14-36-01
           7335268 general-c 6Lid616/ yudhajit  R    1:49:02      1 cpn-k16-06-02
           7335269 general-c 6Lid617/ yudhajit  R    1:49:02      1 cpn-k16-29-02
           7335270 general-c 6Lid618/ yudhajit  R    1:49:02      1 cpn-f16-04
           7335262 general-c 6Lid610/ yudhajit  R    1:51:02      1 cpn-k16-07-02
           7331481 general-c  BVO_118 cmlaport  R   23:51:01      1 cpn-k13-02-02
           7331484 general-c BVO_118g cmlaport  R   23:44:59      1 cpn-k13-04-02
           7335251 general-c 6Lid602/ yudhajit  R    1:55:03      1 cpn-d07-37-01
           7335252 general-c 6Lid603/ yudhajit  R    1:55:03      1 cpn-k11-29-02
           7335981 general-c CF32_fg6 yudhajit  R    1:55:03      1 cpn-k13-04-01
           7335248 general-c  6Lid60/ yudhajit  R    1:57:03      1 cpn-k13-14-02
           7335249 general-c 6Lid600/ yudhajit  R    1:57:03      1 cpn-k14-04-01
           7335250 general-c 6Lid601/ yudhajit  R    1:57:03      1 cpn-k16-18-02
           7335257 general-c 6Lid607/ yudhajit  R    1:53:03      1 cpn-k11-40-01
           7335258 general-c 6Lid608/ yudhajit  R    1:53:03      1 cpn-k13-03-01
           7335260 general-c 6Lid609/ yudhajit  R    1:53:03      1 cpn-k13-17-02
           7335261 general-c  6Lid61/ yudhajit  R    1:53:03      1 cpn-k16-01-02
           7335253 general-c 6Lid604/ yudhajit  R    1:55:03      1 cpn-k13-18-01
           7335255 general-c 6Lid605/ yudhajit  R    1:55:03      1 cpn-k14-15-01
           7335256 general-c 6Lid606/ yudhajit  R    1:55:03      1 cpn-k14-16-01
           7335244 general-c 6Lid597/ yudhajit  R    2:01:04      1 cpn-d09-04-02
           7335245 general-c 6Lid598/ yudhajit  R    2:01:04      1 cpn-k14-02-02
           7335246 general-c 6Lid599/ yudhajit  R    2:01:04      1 cpn-k16-02-01
           7335247 general-c   6Lid6/ yudhajit  R    2:01:04      1 cpn-k16-19-01
           7335978 general-c CF32_fg3 yudhajit  R    2:01:04      1 cpn-f16-10
           7335975 general-c CF31_fg7 yudhajit  R    2:03:04      1 cpn-k14-08-01
           7335242 general-c 6Lid595/ yudhajit  R    2:05:04      1 cpn-k16-25-01
           7335240 general-c 6Lid593/ yudhajit  R    2:07:04      1 cpn-k07-12-01
           7335241 general-c 6Lid594/ yudhajit  R    2:07:04      1 cpn-k14-06-01
           7335243 general-c 6Lid596/ yudhajit  R    2:03:04      1 cpn-k16-28-02
           7333077 general-c 1_1_O_at yuhanmei  R   19:51:44      1 cpn-d15-35
           7335234 general-c 6Lid588/ yudhajit  R    2:11:05      1 cpn-k13-25-01
           7335235 general-c 6Lid589/ yudhajit  R    2:11:05      1 cpn-k14-23-02
           7335236 general-c  6Lid59/ yudhajit  R    2:11:05      1 cpn-k14-29-01
           7335965 general-c CF31_fg2 yudhajit  R    2:11:05      1 cpn-k14-39-02
           7335237 general-c 6Lid590/ yudhajit  R    2:09:05      1 cpn-k14-19-01
           7335238 general-c 6Lid591/ yudhajit  R    2:09:05      1 cpn-k16-18-01
           7335239 general-c 6Lid592/ yudhajit  R    2:09:05      1 cpn-k16-28-01
           7335230 general-c 6Lid584/ yudhajit  R    2:13:05      1 cpn-k14-05-02
           7335231 general-c 6Lid585/ yudhajit  R    2:13:05      1 cpn-k14-23-01
           7335232 general-c 6Lid586/ yudhajit  R    2:13:05      1 cpn-k16-29-01
           7335233 general-c 6Lid587/ yudhajit  R    2:13:05      1 cpn-k16-40-01
           7335228 general-c 6Lid582/ yudhajit  R    2:21:06      1 cpn-d09-14-01
           7335229 general-c 6Lid583/ yudhajit  R    2:21:06      1 cpn-d09-26-02
           7335954 general-c CF31_fg5 yudhajit  R    2:25:06      1 cpn-k10-25-02
           7335956 general-c CF31_fg4 yudhajit  R    2:25:06      1 cpn-k10-26-02
           7335225 general-c 6Lid580/ yudhajit  R    2:23:06      1 cpn-d07-27-01
           7335226 general-c 6Lid581/ yudhajit  R    2:23:06      1 cpn-k10-18-02
           7335217 general-c 6Lid575/ yudhajit  R    2:25:06      1 cpn-k13-07-01
           7335218 general-c 6Lid576/ yudhajit  R    2:25:06      1 cpn-k13-17-01
           7335219 general-c 6Lid577/ yudhajit  R    2:25:06      1 cpn-k14-07-02
           7335222 general-c 6Lid578/ yudhajit  R    2:25:06      1 cpn-k16-04-02
           7335223 general-c 6Lid579/ yudhajit  R    2:25:06      1 cpn-k16-30-02
           7335224 general-c  6Lid58/ yudhajit  R    2:25:06      1 cpn-k05-31-02
           7335216 general-c 6Lid574/ yudhajit  R    2:31:07      1 cpn-k16-23-02
           7335214 general-c 6Lid572/ yudhajit  R    2:35:07      1 cpn-k16-08-02
           7335215 general-c 6Lid573/ yudhajit  R    2:33:07      1 cpn-d09-26-01
           7335211 general-c  6Lid57/ yudhajit  R    2:47:09      1 cpn-d16-05
           7335212 general-c 6Lid570/ yudhajit  R    2:47:09      1 cpn-k14-41-02
           7335213 general-c 6Lid571/ yudhajit  R    2:47:09      1 cpn-k16-27-02
           7335210 general-c 6Lid569/ yudhajit  R    2:51:09      1 cpn-k16-41-01
           7335209 general-c 6Lid568/ yudhajit  R    2:53:09      1 cpn-d07-08-01
           7335205 general-c 6Lid564/ yudhajit  R    3:03:11      1 cpn-d07-31-02
           7335206 general-c 6Lid565/ yudhajit  R    3:03:11      1 cpn-k08-17-02
           7335207 general-c 6Lid566/ yudhajit  R    3:03:11      1 cpn-k16-16-01
           7335208 general-c 6Lid567/ yudhajit  R    3:03:11      1 cpn-k16-38-01
           7335204 general-c 6Lid563/ yudhajit  R    3:05:11      1 cpn-k14-05-01
           7335202 general-c 6Lid561/ yudhajit  R    3:09:11      1 cpn-d16-06
           7335203 general-c 6Lid562/ yudhajit  R    3:09:11      1 cpn-k14-40-01
           7335201 general-c 6Lid560/ yudhajit  R    3:19:12      1 cpn-k05-40-02
           7335200 general-c  6Lid56/ yudhajit  R    3:21:12      1 cpn-d09-20-01
           7335199 general-c 6Lid559/ yudhajit  R    3:23:13      1 cpn-f16-34
           7335197 general-c 6Lid557/ yudhajit  R    3:25:13      1 cpn-k16-01-01
           7335198 general-c 6Lid558/ yudhajit  R    3:25:13      1 cpn-f16-23
           7335196 general-c 6Lid556/ yudhajit  R    3:27:13      1 cpn-k16-38-02
           7335195 general-c 6Lid555/ yudhajit  R    3:31:14      1 cpn-k16-36-01
           7335192 general-c 6Lid552/ yudhajit  R    3:35:14      1 cpn-d07-11-01
           7335193 general-c 6Lid553/ yudhajit  R    3:35:14      1 cpn-k16-13-01
           7335194 general-c 6Lid554/ yudhajit  R    3:35:14      1 cpn-f16-11
           7335191 general-c 6Lid551/ yudhajit  R    3:37:15      1 cpn-f16-24
           7335189 general-c  6Lid55/ yudhajit  R    3:39:15      1 cpn-d16-31
           7335190 general-c 6Lid550/ yudhajit  R    3:39:15      1 cpn-k10-41-02
           7335923 general-c CF31_fg8 yudhajit  R    3:43:16      1 cpn-f16-26
           7335921 general-c CF31_fg9 yudhajit  R    3:51:18      1 cpn-k05-21-02
           7335188 general-c 6Lid549/ yudhajit  R    3:59:20      1 cpn-d07-36-02
           7335187 general-c 6Lid548/ yudhajit  R    4:05:21      1 cpn-d16-30
           7335186 general-c 6Lid547/ yudhajit  R    4:21:27      1 cpn-d07-04-01
           7335185 general-c 6Lid546/ yudhajit  R    4:23:28      1 cpn-d16-32
           7335184 general-c 6Lid545/ yudhajit  R    4:27:31      1 cpn-d07-05-01
           7335183 general-c 6Lid544/ yudhajit  R    4:33:34      1 cpn-d09-20-02
           7335182 general-c 6Lid543/ yudhajit  R    4:39:38      1 cpn-d07-17-02
           7335181 general-c 6Lid542/ yudhajit  R    4:51:43      1 cpn-k06-12-01
           7335179 general-c 6Lid540/ yudhajit  R    4:53:44      1 cpn-d07-33-02
           7335180 general-c 6Lid541/ yudhajit  R    4:53:44      1 cpn-d16-22
           7335178 general-c  6Lid54/ yudhajit  R    5:01:48      1 cpn-d07-39-01
           7320664 general-c bp_mut14 sushreet  R 2-06:38:57      4 cpn-f16-[25,31,35-36]
           7335176 general-c 6Lid538/ yudhajit  R    5:23:57      1 cpn-d07-08-02
           7335177 general-c 6Lid539/ yudhajit  R    5:23:57      1 cpn-k05-11-02
           7335175 general-c 6Lid537/ yudhajit  R    5:34:04      1 cpn-d09-05-02
           7335174 general-c 6Lid536/ yudhajit  R    5:56:20      1 cpn-d07-10-02
           7335173 general-c 6Lid535/ yudhajit  R    6:12:30      1 cpn-d09-07-01
           7335172 general-c 6Lid534/ yudhajit  R    6:20:35      1 cpn-d07-40-01
           7335171 general-c 6Lid533/ yudhajit  R    6:24:38      1 cpn-d07-13-02
           7335167 general-c 6Lid530/ yudhajit  R    6:38:47      1 cpn-d07-34-01
           7335168 general-c 6Lid531/ yudhajit  R    6:38:47      1 cpn-d09-05-01
           7335169 general-c 6Lid532/ yudhajit  R    6:38:47      1 cpn-d09-27-01
           7335166 general-c  6Lid53/ yudhajit  R    6:42:49      1 cpn-d07-05-02
           7335165 general-c 6Lid529/ yudhajit  R    6:44:50      1 cpn-d09-30-01
           7335162 general-c 6Lid526/ yudhajit  R    6:46:52      1 cpn-d07-19-01
           7335163 general-c 6Lid527/ yudhajit  R    6:46:52      1 cpn-d15-34
           7335164 general-c 6Lid528/ yudhajit  R    6:46:52      1 cpn-d16-24
           7335161 general-c 6Lid525/ yudhajit  R    6:50:55      1 cpn-d07-29-02
           7335901 general-c CF31_fg6 yudhajit  R    6:59:02      1 cpn-k06-30-02
           7335160 general-c 6Lid524/ yudhajit  R    7:07:09      1 cpn-d07-34-02
           7335159 general-c 6Lid523/ yudhajit  R    7:09:10      1 cpn-d07-35-02
           7335158 general-c 6Lid522/ yudhajit  R    7:17:18      1 cpn-d07-14-01
           7335156 general-c 6Lid520/ yudhajit  R    7:19:19      1 cpn-d07-11-02
           7335157 general-c 6Lid521/ yudhajit  R    7:19:19      1 cpn-d15-26
           7335153 general-c 6Lid518/ yudhajit  R    7:27:25      1 cpn-d07-24-02
           7335154 general-c 6Lid519/ yudhajit  R    7:27:25      1 cpn-d07-25-02
           7335155 general-c  6Lid52/ yudhajit  R    7:27:25      1 cpn-d09-17-01
           7335152 general-c 6Lid517/ yudhajit  R    7:41:34      1 cpn-d09-19-02
           7335148 general-c 6Lid514/ yudhajit  R    7:45:36      1 cpn-d09-24-01
           7335149 general-c 6Lid515/ yudhajit  R    7:45:36      1 cpn-d15-24
           7335150 general-c 6Lid516/ yudhajit  R    7:45:36      1 cpn-d16-25
           7335147 general-c 6Lid513/ yudhajit  R    8:10:02      1 cpn-d16-16
           7335145 general-c 6Lid511/ yudhajit  R    8:14:07      1 cpn-d07-20-01
           7335146 general-c 6Lid512/ yudhajit  R    8:14:07      1 cpn-d09-38-02
           7335143 general-c  6Lid51/ yudhajit  R    8:18:10      1 cpn-d07-18-01
           7335144 general-c 6Lid510/ yudhajit  R    8:18:10      1 cpn-d14-39
           7335142 general-c 6Lid509/ yudhajit  R    8:24:14      1 cpn-d16-15
           7335139 general-c 6Lid506/ yudhajit  R    8:30:19      1 cpn-d14-35
           7335140 general-c 6Lid507/ yudhajit  R    8:30:19      1 cpn-d16-08
           7335141 general-c 6Lid508/ yudhajit  R    8:28:16      1 cpn-d16-17
           7335138 general-c 6Lid505/ yudhajit  R    8:36:27      1 cpn-d15-13
           7335136 general-c 6Lid503/ yudhajit  R    8:44:41      1 cpn-d07-28-02
           7335137 general-c 6Lid504/ yudhajit  R    8:44:41      1 cpn-d09-28-02
           7335132 general-c 6Lid501/ yudhajit  R    8:46:42      1 cpn-d09-28-01
           7335133 general-c 6Lid502/ yudhajit  R    8:46:42      1 cpn-d16-33
           7335131 general-c 6Lid500/ yudhajit  R    9:11:26      1 cpn-d09-29-02
           7335130 general-c  6Lid50/ yudhajit  R    9:17:36      1 cpn-d07-09-01
           7335128 general-c 6Lid499/ yudhajit  R    9:34:01      1 cpn-d07-06-02
           7335129 general-c   6Lid5/ yudhajit  R    9:34:01      1 cpn-k06-39-02
           7335127 general-c 6Lid498/ yudhajit  R    9:46:24      1 cpn-d15-37
           7335126 general-c 6Lid497/ yudhajit  R    9:48:27      1 cpn-d14-12
           7335125 general-c 6Lid496/ yudhajit  R    9:52:31      1 cpn-k05-21-01
           7335124 general-c 6Lid495/ yudhajit  R    9:56:40      1 cpn-d16-20
           7335123 general-c 6Lid494/ yudhajit  R   10:03:00      1 cpn-d07-06-01
           7335121 general-c 6Lid492/ yudhajit  R   10:05:05      1 cpn-d09-09-02
           7335122 general-c 6Lid493/ yudhajit  R   10:05:05      1 cpn-d09-31-02
           7335120 general-c 6Lid491/ yudhajit  R   10:09:15      1 cpn-d07-09-02
           7335119 general-c 6Lid490/ yudhajit  R   10:17:36      1 cpn-d09-24-02
           7335118 general-c  6Lid49/ yudhajit  R   10:19:44      1 cpn-d07-39-02
           7335117 general-c 6Lid489/ yudhajit  R   10:30:03      1 cpn-d09-06-02
           7335116 general-c 6Lid488/ yudhajit  R   10:38:25      1 cpn-d09-15-02
           7335115 general-c 6Lid487/ yudhajit  R   10:52:56      1 cpn-d14-37
           7335114 general-c 6Lid486/ yudhajit  R   10:54:59      1 cpn-d09-34-01
           7335113 general-c 6Lid485/ yudhajit  R   10:59:03      1 cpn-d09-30-02
           7335111 general-c 6Lid483/ yudhajit  R   11:03:09      1 cpn-d09-09-01
           7335112 general-c 6Lid484/ yudhajit  R   11:03:09      1 cpn-d09-31-01
           7335110 general-c 6Lid482/ yudhajit  R   11:07:20      1 cpn-d09-37-02
           7335109 general-c 6Lid481/ yudhajit  R   11:17:39      1 cpn-d09-36-02
           7335108 general-c 6Lid480/ yudhajit  R   11:21:43      1 cpn-d09-16-01
           7335106 general-c  6Lid48/ yudhajit  R   11:36:09      1 cpn-d16-07
           7335105 general-c 6Lid479/ yudhajit  R   11:46:43      1 cpn-d16-38
           7335104 general-c 6Lid478/ yudhajit  R   11:50:51      1 cpn-d14-26
           7335102 general-c 6Lid477/ yudhajit  R   11:57:06      1 cpn-d09-14-02
           7335101 general-c 6Lid476/ yudhajit  R   11:59:10      1 cpn-d15-20
           7335100 general-c 6Lid475/ yudhajit  R   12:05:22      1 cpn-d15-25
           7335084 general-c 6Lid460/ yudhajit  R   12:19:52      1 cpn-d14-02
           7335085 general-c 6Lid461/ yudhajit  R   12:19:52      1 cpn-d14-03
           7335086 general-c 6Lid462/ yudhajit  R   12:19:52      1 cpn-d14-07
           7335083 general-c  6Lid46/ yudhajit  R   12:21:56      1 cpn-d07-30-01
           7335087 general-c 6Lid463/ yudhajit  R   12:19:52      1 cpn-d14-10
           7335088 general-c 6Lid464/ yudhajit  R   12:19:52      1 cpn-d14-11
           7335089 general-c 6Lid465/ yudhajit  R   12:19:52      1 cpn-d14-13
           7335090 general-c 6Lid466/ yudhajit  R   12:19:52      1 cpn-d14-15
           7335091 general-c 6Lid467/ yudhajit  R   12:19:52      1 cpn-d14-17
           7335092 general-c 6Lid468/ yudhajit  R   12:19:52      1 cpn-d14-18
           7335093 general-c 6Lid469/ yudhajit  R   12:19:52      1 cpn-d14-19
           7335094 general-c  6Lid47/ yudhajit  R   12:19:52      1 cpn-d14-20
           7335095 general-c 6Lid470/ yudhajit  R   12:19:52      1 cpn-d14-27
           7335096 general-c 6Lid471/ yudhajit  R   12:19:52      1 cpn-d14-28
           7335097 general-c 6Lid472/ yudhajit  R   12:19:52      1 cpn-d14-34
           7335098 general-c 6Lid473/ yudhajit  R   12:19:52      1 cpn-d15-02
           7335099 general-c 6Lid474/ yudhajit  R   12:19:52      1 cpn-d16-23
           7335082 general-c 6Lid459/ yudhajit  R   12:36:15      1 cpn-d15-32
           7335078 general-c 6Lid455/ yudhajit  R   12:50:42      1 cpn-d07-20-02
           7335081 general-c 6Lid458/ yudhajit  R   12:48:38      1 cpn-d09-08-01
           7335077 general-c 6Lid454/ yudhajit  R   13:05:17      1 cpn-d07-27-02
           7335080 general-c 6Lid457/ yudhajit  R   13:05:17      1 cpn-d09-35-01
           7335079 general-c 6Lid456/ yudhajit  R   13:07:24      1 cpn-d09-39-02
           7335076 general-c 6Lid453/ yudhajit  R   13:09:34      1 cpn-d15-18
           7335073 general-c 6Lid450/ yudhajit  R   13:41:07      1 cpn-d07-29-01
           7335074 general-c 6Lid451/ yudhajit  R   13:41:07      1 cpn-d15-40
           7335075 general-c 6Lid452/ yudhajit  R   13:41:07      1 cpn-d16-26
           7335065 general-c 6Lid446/ yudhajit  R   14:24:33      1 cpn-d07-13-01
           7335066 general-c 6Lid447/ yudhajit  R   14:24:33      1 cpn-d07-33-01
           7335067 general-c 6Lid448/ yudhajit  R   14:24:33      1 cpn-d16-18
           7335068 general-c 6Lid449/ yudhajit  R   14:24:33      1 cpn-d16-41
           7335069 general-c  6Lid45/ yudhajit  R   14:22:31      1 cpn-d15-29
           7335064 general-c 6Lid445/ yudhajit  R   14:28:45      1 cpn-d09-10-01
           7335063 general-c 6Lid444/ yudhajit  R   14:59:46      1 cpn-d16-09
           7335062 general-c 6Lid443/ yudhajit  R   15:01:53      1 cpn-d07-18-02
           7335061 general-c 6Lid442/ yudhajit  R   15:06:01      1 cpn-d09-33-02
           7335060 general-c 6Lid441/ yudhajit  R   15:10:08      1 cpn-d16-13
           7335059 general-c 6Lid440/ yudhajit  R   15:18:18      1 cpn-d07-04-02
           7335058 general-c  6Lid44/ yudhajit  R   15:24:33      1 cpn-d16-27
           7335057 general-c 6Lid439/ yudhajit  R   15:37:10      1 cpn-d16-28
           7335056 general-c 6Lid438/ yudhajit  R   15:39:13      1 cpn-d07-35-01
           7335055 general-c 6Lid437/ yudhajit  R   16:04:21      1 cpn-d15-33
           7333151 general-c 6Lid433/ yudhajit  R   18:16:49      1 cpn-d16-35
           7333154 general-c 6Lid436/ yudhajit  R   18:16:49      1 cpn-d09-35-02
           7333147 general-c  6Lid43/ yudhajit  R   18:47:22      1 cpn-d09-36-01
           7333142 general-c 6Lid425/ yudhajit  R   18:53:25      1 cpn-d15-30
           7333144 general-c 6Lid427/ yudhajit  R   18:53:25      1 cpn-d16-03
           7333145 general-c 6Lid428/ yudhajit  R   18:53:25      1 cpn-d16-04
           7333140 general-c 6Lid423/ yudhajit  R   18:55:26      1 cpn-d07-36-01
           7333139 general-c 6Lid422/ yudhajit  R   18:59:28      1 cpn-d16-10
           7333133 general-c 6Lid417/ yudhajit  R   19:07:32      1 cpn-d09-06-01
           7333136 general-c  6Lid42/ yudhajit  R   19:07:32      1 cpn-d09-25-02
           7334576       viz            hanwen  R   18:05:35      1 viz-m22-07
           7333117 general-c  trjconv   hanwen  R   19:09:33      1 cpn-d07-07-02
           7333118 general-c  trjconv   hanwen  R   19:09:33      1 cpn-d07-24-01
           7333120 general-c  trjconv   hanwen  R   19:09:33      1 cpn-d07-38-01
           7333121 general-c  trjconv   hanwen  R   19:09:33      1 cpn-d07-40-02
